First Name,Last Name,Country,Jurisdiction,Political Group,"26 March 2019
Final Vote","26 March 2019
Procedural Vote","Pledge
2019","Sept 18 Vote
DELETE","Sept 18 Vote
IMCO","Sept 18 Vote
VOSS","Sept 18 Vote
REPORT","June 18 Vote
Negotiations",National Political Group,National Political Group (Short),Email,Twitter,EP Webpage,
Milan,Zver,Slovenia,-,EPP,AGAINST,AGAINST,-,AGAINST,AGAINST,FOR,FOR,ABSTAINED,Slovenska demokratska stranka,SDS,milan.zver@europarl.europa.eu,MilanZver,http://www.europarl.europa.eu/meps/en/96933/_home.html,
Clara Eugenia,Aguilera García,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,claraeugenia.aguileragarcia@europarl.europa.eu,ClaraAguilera7,http://www.europarl.europa.eu/meps/en/125045/_home.html,
Marina,Albiol  Guzmán,Spain,-,GUE/NGL,AGAINST,FOR,-,ABSTAINED,FOR,AGAINST,AGAINST,NOT PRESENT,Izquierda Unida,IU,marina.albiol@europarl.europa.eu,MarinaAlbiol,http://www.europarl.europa.eu/meps/en/125048/_home.html,
Inés,Ayala Sender,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,ines.ayalasender@europarl.europa.eu,IAyalaSender,http://www.europarl.europa.eu/meps/en/28292/_home.html,
Pilar,Ayuso,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,pilar.ayuso@europarl.europa.eu,ayuso_pilar,http://www.europarl.europa.eu/meps/en/4319/_home.html,
Beatriz,Becerra Basterrechea,Spain,-,ALDE,AGAINST,FOR,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Independiente,Independiente,beatriz.becerra@europarl.europa.eu,beatrizbecerrab,http://www.europarl.europa.eu/meps/en/125040/_home.html,
Xabier,Benito Ziluaga,Spain,-,GUE/NGL,AGAINST,FOR,-,ABSTAINED,FOR,AGAINST,AGAINST,AGAINST,PODEMOS,PODEMOS,xabier.benitoziluaga@europarl.europa.eu,xabierbenito,http://www.europarl.europa.eu/meps/en/135490/_home.html,
Izaskun,Bilbao Barandica,Spain,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,AGAINST,FOR,AGAINST,Partido Nacionalista Vasco,EAJ-PNV,izaskun.bilbaobarandica@europarl.europa.eu,IzaskunBilbaoB,http://www.europarl.europa.eu/meps/en/96922/_home.html,
José,Blanco López,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,jose.blancolopez@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/125044/_home.html,
Soledad,Cabezón Ruiz,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,soledad.cabezonruiz@europarl.europa.eu,SoledadCabezon,http://www.europarl.europa.eu/meps/en/125041/_home.html,
Enrique,Calvet Chambon,Spain,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,ABSTAINED,FOR,FOR,Independiente,Independiente,enrique.calvetchambon@europarl.europa.eu,enriquecalvet,http://www.europarl.europa.eu/meps/en/129407/_home.html,
Javier,Couso Permuy,Spain,-,GUE/NGL,AGAINST,FOR,-,ABSTAINED,FOR,AGAINST,AGAINST,AGAINST,Izquierda Unida,IU,javier.cousopermuy@europarl.europa.eu,Caninator,http://www.europarl.europa.eu/meps/en/125997/_home.html,
Luis,de Grandes Pascual,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,luis.degrandespascual@europarl.europa.eu,ppegrupo,http://www.europarl.europa.eu/meps/en/28393/_home.html,
Pilar,del Castillo Vera,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,pilar.delcastillo@europarl.europa.eu,delcastillop,http://www.europarl.europa.eu/meps/en/28390/_home.html,
Agustín,Díaz De Mera García Consuegra,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Popular,PP,agustin.diazdemera@europarl.europa.eu,ppegrupo,http://www.europarl.europa.eu/meps/en/28397/_home.html,
Rosa,Estaràs Ferragut,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,rosa.estaras@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96811/_home.html,
Jonás,Fernández,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,jonas.fernandezalvarez@europarl.europa.eu,jonasfernandez,http://www.europarl.europa.eu/meps/en/125046/_home.html,
Santiago,Fisas Ayxelà,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,santiago.fisasayxela@europarl.europa.eu,SantiagoFisas,http://www.europarl.europa.eu/meps/en/96729/_home.html,
Francesc,Gambús,Spain,-,EPP,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,FOR,NOT PRESENT,AGAINST,0,Independiente,francesc.gambus@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/125006/_home.html,
Iratxe,García Pérez,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,iratxe.garcia-perez@europarl.europa.eu,IratxeGarper,http://www.europarl.europa.eu/meps/en/28298/_home.html,
Eider,Gardiazabal Rubial,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,eider.gardiazabalrubial@europarl.europa.eu,EGardiazabal,http://www.europarl.europa.eu/meps/en/96991/_home.html,
María Teresa,Giménez Barbat,Spain,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,0,Independiente,teresa.gimenezbarbat@europarl.europa.eu,gimenezbarbat,http://www.europarl.europa.eu/meps/en/135491/_home.html,
Tania,González Peñas,Spain,-,GUE/NGL,AGAINST,FOR,-,ABSTAINED,FOR,AGAINST,AGAINST,AGAINST,PODEMOS,PODEMOS,tania.gonzalezpenas@europarl.europa.eu,TaniaGonzalezPs,http://www.europarl.europa.eu/meps/en/127330/_home.html,
Esteban,González Pons,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,esteban.gonzalezpons@europarl.europa.eu,gonzalezpons,http://www.europarl.europa.eu/meps/en/125027/_home.html,
Enrique,Guerrero Salom,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,enrique.guerrerosalom@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96768/_home.html,
Sergio,Gutiérrez Prieto,Spain,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,sergio.gutierrezprieto@europarl.europa.eu,sergio_gp,http://www.europarl.europa.eu/meps/en/103488/_home.html,
Esther,Herranz García,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,esther.herranzgarcia@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/22418/_home.html,
Carlos,Iturgaiz,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,carlos.iturgaiz@europarl.europa.eu,carlositurgaiz,http://www.europarl.europa.eu/meps/en/28398/_home.html,
Ramón,Jáuregui Atondo,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,ramon.jaureguiatondo@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/97078/_home.html,
Teresa,Jiménez-Becerril Barrio,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,teresa.jimenez-becerril@ep.europa.eu,teresajbecerril,http://www.europarl.europa.eu/meps/en/96806/_home.html,
Verónica,Lope Fontagné,Spain,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,veronica.lopefontagne@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96765/_home.html,
Javi,López,Spain,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partit dels Socialistes de Catalunya,PSC,javi.lopez@europarl.europa.eu,fjavilopez,http://www.europarl.europa.eu/meps/en/125042/_home.html,
Juan Fernando,López Aguilar,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Socialista Obrero Español,PSOE,juanfernando.lopezaguilar@europarl.europa.eu,JFLopezAguilar,http://www.europarl.europa.eu/meps/en/96812/_home.html,
Paloma,López Bermejo,Spain,-,GUE/NGL,ABSTAINED,FOR,-,AGAINST,AGAINST,ABSTAINED,ABSTAINED,AGAINST,Izquierda Unida,IU,paloma.lopez@europarl.europa.eu,palomalopezB,http://www.europarl.europa.eu/meps/en/125047/_home.html,
Antonio,López-Istúriz White,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Popular,PP,antonio.lopezisturiz@europarl.europa.eu,TonoEPP,http://www.europarl.europa.eu/meps/en/28399/_home.html,
Florent,Marcellesi,Spain,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,EQUO,EQUO,florent.marcellesi@europarl.europa.eu,fmarcellesi,http://www.europarl.europa.eu/meps/en/26146/_home.html,
Gabriel,Mato,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,gabriel.mato@europarl.europa.eu,GabrielMatoA,http://www.europarl.europa.eu/meps/en/96936/_home.html,
Francisco José,Millán Mon,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Popular,PP,francisco.millanmon@europarl.europa.eu,ppegrupo,http://www.europarl.europa.eu/meps/en/28400/_home.html,
Ana,Miranda,Spain,-,Greens/EFA,NOT PRESENT,NOT PRESENT,YES,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Bloque Nacionalista Galego,BNG,ana.miranda@ep.europa.eu,AnaMirandaMEP,http://www.europarl.europa.eu/meps/en/24942/_home.html,
Javier,Nart,Spain,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Ciudadanos-Partido de la Ciudadanía,Cs,javier.nart@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/125005/_home.html,
Maite,Pagazaurtundúa Ruiz,Spain,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,AGAINST,FOR,ABSTAINED,"Unión, Progreso y Democracia",UPYD,maite.pagaza@ep.europa.eu,maitepagaza,http://www.europarl.europa.eu/meps/en/125038/_home.html,
Carolina,Punset,Spain,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Ciudadanos-Partido de la Ciudadanía,Cs,carolina.punset@europarl.europa.eu,carolinapunset,http://www.europarl.europa.eu/meps/en/90110/_home.html,
Inmaculada,Rodríguez-Piñero Fernández,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,inma.rodriguezpinero@europarl.europa.eu,RodriguezPinero,http://www.europarl.europa.eu/meps/en/125043/_home.html,
José Ignacio,Salafranca Sánchez-Neyra,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,joseignacio.salafranca@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/2002/_home.html,
Lola,Sánchez Caldentey,Spain,-,GUE/NGL,AGAINST,FOR,YES,ABSTAINED,FOR,AGAINST,AGAINST,AGAINST,PODEMOS,PODEMOS,mariadoloreslola.sanchezcaldentey@europarl.europa.eu,LolaPodemos,http://www.europarl.europa.eu/meps/en/125035/_home.html,
Maria Lidia,Senra Rodríguez,Spain,-,GUE/NGL,AGAINST,FOR,-,ABSTAINED,ABSTAINED,ABSTAINED,ABSTAINED,NOT PRESENT,Alternativa galega de esquerda en Europa,AGE en Europa,lidia.senra@europarl.europa.eu,LidiaSenra,http://www.europarl.europa.eu/meps/en/125049/_home.html,
Jordi,Solé,Spain,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,ABSTAINED,AGAINST,Esquerra Republicana de Catalunya,ERC,jordi.sole@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/185974/_home.html,
Josep-Maria,Terricabras,Spain,-,Greens/EFA,AGAINST,FOR,YES,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,Esquerra Republicana de Catalunya,ERC,josep-maria.terricabras@europarl.europa.eu,jmterricabras,http://www.europarl.europa.eu/meps/en/124932/_home.html,
Estefanía,Torres  Martínez,Spain,-,GUE/NGL,NOT PRESENT,NOT PRESENT,YES,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,PODEMOS,PODEMOS,estefania.torresmartinez@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/131749/_home.html,
Ramon,Tremosa I Balcells,Spain,-,ALDE,AGAINST - CORRECTED,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Partit Demòcrata Europeu i Català,PDeCAT,ramon.tremosa@europarl.europa.eu,ramontremosa,http://www.europarl.europa.eu/meps/en/97203/_home.html,
Miguel,Urbán Crespo,Spain,-,GUE/NGL,AGAINST,FOR,-,ABSTAINED,FOR,AGAINST,AGAINST,NOT PRESENT,PODEMOS,PODEMOS,miguel.urbancrespo@europarl.europa.eu,MiguelUrban,http://www.europarl.europa.eu/meps/en/131507/_home.html,
Ernest,Urtasun,Spain,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Iniciativa per Catalunya Verds,ICV,ernest.urtasun@europarl.europa.eu,ernesturtasun,http://www.europarl.europa.eu/meps/en/124972/_home.html,
Ramón Luis,Valcárcel Siso,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Popular,PP,ramonluis.valcarcelsiso@europarl.europa.eu,RL_Valcarcel,http://www.europarl.europa.eu/meps/en/125032/_home.html,
Elena,Valenciano,Spain,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,elena.valenciano@europarl.europa.eu,ElenaValenciano,http://www.europarl.europa.eu/meps/en/4334/_home.html,
Ángela,Vallina,Spain,-,GUE/NGL,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,AGAINST,ABSTAINED,AGAINST,Izquierda Unida,IU,angela.vallina@europarl.europa.eu,AngelaVallina,http://www.europarl.europa.eu/meps/en/125050/_home.html,
Max,Andersson,Sweden,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Miljöpartiet de gröna,MP,max.andersson@europarl.europa.eu,MaxAndersson,http://www.europarl.europa.eu/meps/en/124994/_home.html,
Malin,Björk,Sweden,-,GUE/NGL,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Vänsterpartiet,V,malin.bjork@europarl.europa.eu,MalinBjork_EU,http://www.europarl.europa.eu/meps/en/124992/_home.html,
Anna Maria,Corazza Bildt,Sweden,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,FOR,AGAINST,AGAINST,NOT PRESENT,Moderaterna,M,annamaria.corazzabildt@europarl.europa.eu,AnnaMariaCB,http://www.europarl.europa.eu/meps/en/96674/_home.html,
Jakop,Dalunde,Sweden,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Miljöpartiet de gröna,MP,jakop.dalunde@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/183338/_home.html,
Linnéa,Engström,Sweden,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Miljöpartiet de gröna,MP,linnea.engstrom@europarl.europa.eu,LinneaEngstrom,http://www.europarl.europa.eu/meps/en/128588/_home.html,
Fredrick,Federley,Sweden,-,ALDE,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Centerpartiet,C,fredrick.federley@europarl.europa.eu,federley,http://www.europarl.europa.eu/meps/en/124989/_home.html,
Christofer,Fjellner,Sweden,-,EPP,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Moderaterna,M,christofer.fjellner@europarl.europa.eu,Fjellner,http://www.europarl.europa.eu/meps/en/28126/_home.html,
Aleksander,Gabelic,Sweden,-,S&D,AGAINST,FOR,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Arbetarepartiet- Socialdemokraterna,SAP,aleksander.gabelic@ep.europa.eu,Agabelic,http://www.europarl.europa.eu/meps/en/192465/_home.html,
Jytte,Guteland,Sweden,-,S&D,FOR,AGAINST,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Arbetarepartiet- Socialdemokraterna,SAP,jytte.guteland@europarl.europa.eu,JytteGuteland,http://www.europarl.europa.eu/meps/en/124991/_home.html,
Anna,Hedh,Sweden,-,S&D,AGAINST,FOR,-,AGAINST,FOR,AGAINST,FOR,NOT PRESENT,Arbetarepartiet- Socialdemokraterna,SAP,anna.hedh@europarl.europa.eu,AnnaHedh,http://www.europarl.europa.eu/meps/en/28131/_home.html,
Gunnar,Hökmark,Sweden,-,EPP,AGAINST,FOR,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Moderaterna,M,gunnar.hokmark@europarl.europa.eu,ghokmark,http://www.europarl.europa.eu/meps/en/28124/_home.html,
Olle,Ludvigsson,Sweden,-,S&D,FOR,AGAINST,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Arbetarepartiet- Socialdemokraterna,SAP,olle.ludvigsson@europarl.europa.eu,olleludvigsson,http://www.europarl.europa.eu/meps/en/96673/_home.html,
Peter,Lundgren,Sweden,-,ECR,AGAINST,FOR - CORRECTED,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,Sverigedemokraterna,SD,peter.lundgren@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124996/_home.html,
Soraya,Post,Sweden,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Feministiskt initiativ,Fi,soraya.post@europarl.europa.eu,sorayapostfi,http://www.europarl.europa.eu/meps/en/124997/_home.html,
Jasenko,Selimovic,Sweden,-,ALDE,AGAINST,FOR,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Liberalerna,L,jasenko.selimovic@europarl.europa.eu,jasenkos,http://www.europarl.europa.eu/meps/en/134243/_home.html,
Anders,Sellström,Sweden,-,EPP,AGAINST,FOR,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Kristdemokraterna,KD,anders.sellstrom@europarl.europa.eu,ASellstroem,http://www.europarl.europa.eu/meps/en/194658/_home.html,
Marita,Ulvskog,Sweden,-,S&D,FOR,AGAINST - CORRECTED,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Arbetarepartiet- Socialdemokraterna,SAP,marita.ulvskog@europarl.europa.eu,maritaulvskog,http://www.europarl.europa.eu/meps/en/96672/_home.html,
Bodil,Valero,Sweden,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Miljöpartiet de gröna,MP,bodil.valero@europarl.europa.eu,bodilvalero,http://www.europarl.europa.eu/meps/en/124993/_home.html,
Cecilia,Wikström,Sweden,-,ALDE,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Liberalerna,L,cecilia.wikstrom@europarl.europa.eu,CeciliaWikstrom,http://www.europarl.europa.eu/meps/en/96677/_home.html,
Kristina,Winberg,Sweden,-,ECR,AGAINST,FOR - CORRECTED,-,FOR,ABSTAINED,ABSTAINED,AGAINST,AGAINST,Sverigedemokraterna,SD,kristina.winberg@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124995/_home.html,
William,(The Earl Of) Dartmouth,United Kingdom,South West Region,EFDD,AGAINST,FOR,-,FOR,ABSTAINED,ABSTAINED,ABSTAINED,AGAINST,United Kingdom Independence Party,UKIP,william.dartmouth@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96958/_home.html,
John Stuart,Agnew,United Kingdom,Eastern Region,ENF,AGAINST,FOR,-,FOR,FOR,FOR,AGAINST,AGAINST,United Kingdom Independence Party,UKIP,johnstuart.agnew@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96897/_home.html,
Tim,Aker,United Kingdom,Eastern Region,EFDD,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,United Kingdom Independence Party,UKIP,tim.aker@europarl.europa.eu,Tim_Aker,http://www.europarl.europa.eu/meps/en/99650/_home.html,
Lucy,Anderson,United Kingdom,London,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Labour Party,SF,lucy.anderson@europarl.europa.eu,LucyAndersonMEP,http://www.europarl.europa.eu/meps/en/124949/_home.html,
Martina,Anderson,United Kingdom,Northern Ireland,GUE/NGL,AGAINST,FOR,-,ABSTAINED,FOR,FOR,AGAINST,AGAINST,Sinn Fein,LAB,martina.anderson@europarl.europa.eu,MEPStandingUp4U,http://www.europarl.europa.eu/meps/en/113959/_home.html,
Jonathan,Arnott,United Kingdom,North East,EFDD,AGAINST,FOR,-,FOR,FOR,ABSTAINED,AGAINST,AGAINST,United Kingdom Independence Party,UKIP,jonathan.arnott@europarl.europa.eu,JonathanArnott,http://www.europarl.europa.eu/meps/en/124958/_home.html,
Richard,Ashworth,United Kingdom,South East,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Conservative Party,CP,richard.ashworth@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/28132/_home.html,
Janice,Atkinson,United Kingdom,South East,ENF,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Independent,Independent,janice.atkinson@europarl.europa.eu,JaniceUKIP,http://www.europarl.europa.eu/meps/en/124938/_home.html,
Amjad,Bashir,United Kingdom,Yorkshire and the Humber,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Conservative Party,CP,amjad.bashir@europarl.europa.eu,AmjadBashirMEP,http://www.europarl.europa.eu/meps/en/124956/_home.html,
Gerard,Batten,United Kingdom,London,ENF,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,United Kingdom Independence Party,UKIP,gerard.batten@europarl.europa.eu,GerardBattenMEP,http://www.europarl.europa.eu/meps/en/28497/_home.html,
Catherine,Bearder,United Kingdom,South East,ALDE,AGAINST,FOR,-,AGAINST,FOR,AGAINST,ABSTAINED,AGAINST,Liberal Democrats,LD,catherine.bearder@europarl.europa.eu,catherinemep,http://www.europarl.europa.eu/meps/en/96955/_home.html,
Louise,Bours,United Kingdom,North West,EFDD,NOT PRESENT,NOT PRESENT,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,United Kingdom Independence Party,UKIP,louise.bours@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124964/_home.html,
Paul,Brannen,United Kingdom,North East,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Labour Party,LAB,paul.brannen@europarl.europa.eu,PaulBrannenNE,http://www.europarl.europa.eu/meps/en/124954/_home.html,
Jonathan,Bullock,United Kingdom,East Midlands Region,EFDD,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,United Kingdom Independence Party,UKIP,jonathan.bullock@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/188733/_home.html,
David,Campbell Bannerman,United Kingdom,Eastern Region,ECR,FOR,FOR,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Conservative Party,CP,david.campbellbannerman@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96912/_home.html,
James,Carver,United Kingdom,West Midlands,EFDD,AGAINST,FOR,-,FOR,FOR,ABSTAINED,AGAINST,AGAINST,Independent,Independent,James.carver@europarl.europa.eu,JamesJimCarver,http://www.europarl.europa.eu/meps/en/124971/_home.html,
David,Coburn,United Kingdom,Scotland,EFDD,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,United Kingdom Independence Party,UKIP,david.coburn@europarl.europa.eu,DavidCoburnUKip,http://www.europarl.europa.eu/meps/en/124967/_home.html,
Jane,Collins,United Kingdom,Yorkshire and the Humber,EFDD,NOT PRESENT,NOT PRESENT,-,FOR,FOR,AGAINST,AGAINST,AGAINST,United Kingdom Independence Party,UKIP,jane.collins@europarl.europa.eu,jane_collinsmep,http://www.europarl.europa.eu/meps/en/124955/_home.html,
Richard,Corbett,United Kingdom,Yorkshire and the Humber,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Labour Party,LAB,richard.corbett@europarl.europa.eu,RCorbettMEP,http://www.europarl.europa.eu/meps/en/2309/_home.html,
Daniel,Dalton,United Kingdom,West Midlands,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Conservative Party,CP,daniel.dalton@europarl.europa.eu,ddalton40,http://www.europarl.europa.eu/meps/en/35135/_home.html,
Seb,Dance,United Kingdom,London,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Labour Party,LAB,seb.dance@europarl.europa.eu,SebDance,http://www.europarl.europa.eu/meps/en/124952/_home.html,
Nirj,Deva,United Kingdom,South East,ECR,FOR,FOR,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Conservative Party,CP,nirj.deva@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/4556/_home.html,
Diane,Dodds,United Kingdom,Northern Ireland,Non-attached,AGAINST,FOR,-,AGAINST,AGAINST,FOR,FOR,FOR,Democratic Unionist Party,DUP,diane.dodds@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96951/_home.html,
Bill,Etheridge,United Kingdom,West Midlands,EFDD,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,United Kingdom Independence Party,UKIP,bill.etheridge@europarl.europa.eu,BillDudleyNorth,http://www.europarl.europa.eu/meps/en/124951/_home.html,
Jill,Evans,United Kingdom,Wales,Greens/EFA,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Plaid Cymru - Party of Wales,PC,Jill.evans@europarl.europa.eu,JillEvansMEP,http://www.europarl.europa.eu/meps/en/4550/_home.html,
Nigel,Farage,United Kingdom,South East,EFDD,AGAINST,FOR - CORRECTED,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,United Kingdom Independence Party,UKIP,nigel.farage@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/4525/_home.html,
Raymond,Finch,United Kingdom,South East,EFDD,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,United Kingdom Independence Party,UKIP,raymond.finch@europarl.europa.eu,raymondfinch,http://www.europarl.europa.eu/meps/en/124941/_home.html,
